,labels,american,attack,authority,black,called,case,child,city,come,community,control,country,county,court,crime,day,death,department,did,didnt,dont,enforcement,family,federal,fight,firearm,going,government,group,gun,ha,health,help,high,home,house,im,including,just,killed,killing,know,later,law,left,letter,life,local,long,make,man,matter,medium,member,million,month,national,need,office,officer,official,old,people,place,police,political,president,public,report,republican,right,say,school,shooter,shot,state,story,student,support,texas,thats,thing,think,threat,time,took,trump,used,victim,video,violence,want,way,week,weons,white,woman,work,year,york
2161,left,0.0520796453456848,0.0495203795283951,0.0,0.0,0.0,0.0,0.1589671210290026,0.0,0.0508519955438513,0.0,0.0,0.3405897091813417,0.0,0.0,0.0,0.1211982963978351,0.0544068143934908,0.0,0.0476690896186811,0.1137609779844445,0.0,0.0,0.0,0.0,0.0944320758105015,0.0,0.2041105464878977,0.0,0.0,0.0,0.1861762040991172,0.0,0.0556285496279243,0.0,0.0,0.0,0.1177080398501918,0.0,0.0395964907996185,0.0,0.0,0.0502759648991564,0.0,0.0,0.0,0.0950847003585145,0.0,0.0,0.0,0.2382184308685207,0.0,0.0468451505668568,0.0,0.0498811035294431,0.0,0.0,0.0,0.1673171143287957,0.0,0.0,0.0,0.0,0.0867347554953124,0.1021140802049281,0.0,0.0,0.1960122985199797,0.0,0.0,0.0,0.0462399086405798,0.1003249172086939,0.0,0.0,0.0,0.0780940974799754,0.0612387974597859,0.0,0.05468043929423,0.0589779554811345,0.0562460592301301,0.0,0.0,0.1237743729621821,0.1125660372523894,0.05232696665848,0.6676684274811414,0.0,0.0,0.0,0.0465284511627728,0.0535064973578228,0.2039930817275797,0.0464318702603989,0.0,0.0,0.0,0.0,0.0,0.0
2349,left,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056010302911578,0.0,0.0,0.0535911902649857,0.0,0.0,0.0,0.0,0.0,0.0,0.0525045304615253,0.0,0.0,0.0,0.0,0.0618705624801343,0.0520055222430186,0.1966819926081124,0.0,0.0,0.1120848882535424,0.7689625027752657,0.136707654897923,0.0,0.0,0.0547262182348924,0.0,0.0,0.0,0.0937951831257802,0.0,0.0429308383711202,0.0607245641597679,0.0,0.0,0.0,0.0,0.0523649348701024,0.0,0.0,0.0,0.0,0.0,0.0515970129613799,0.0,0.0,0.2678103034619575,0.0550026043929973,0.1121492517974272,0.0614297902217403,0.0,0.0,0.0,0.0,0.1592215433664696,0.0,0.0425300930751685,0.0,0.0,0.0,0.0,0.0,0.0509303767111598,0.0552508209593494,0.0,0.0,0.0,0.0430078899429602,0.0,0.0,0.0,0.0,0.0619515277890223,0.0621142336096297,0.0,0.0,0.0,0.0,0.0668541045042401,0.1753040256045039,0.0,0.0,0.2562409415561843,0.0,0.0,0.0,0.0645981329575892,0.0,0.0,0.0598136083637365,0.2422243729028646,0.0
2099,left,0.0,0.1989205896274022,0.0,0.0,0.0,0.2178687025165459,0.0,0.0,0.0510674041356684,0.0,0.0571594609296976,0.0,0.0,0.0,0.0,0.162282255042559,0.0,0.0,0.0,0.0,0.0,0.0560448710700916,0.0,0.1128209937825927,0.0,0.0,0.0,0.0,0.0,0.116850284242622,0.1869648448107732,0.1800956797120047,0.0558641916595107,0.0,0.1548918289960728,0.0,0.0,0.0427588878623357,0.0,0.0391421998992237,0.2768281635438332,0.050488933430388,0.0,0.0849476345664403,0.0,0.0,0.0,0.0,0.0544333033388772,0.0,0.0,0.0,0.1131909770092073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1161362175103619,0.2050932690446852,0.0,0.0,0.0984213024191869,0.5440081045375416,0.1519829059950792,0.0,0.0,0.0,0.0442391444607041,0.3484985874168938,0.0,0.0392124516842328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1130428659650414,0.0525486232145583,0.0,0.1598334780707677,0.1364855221635803,0.0,0.1401766357794387,0.0,0.0,0.0,0.0,0.0,0.0,0.1636052057750319,0.1892983861823818,0.0
1166,left,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1077392399946987,0.1102672112599732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3646983797365348,0.0,0.1233393661192186,0.0,0.121014798831479,0.0,0.0,0.0,0.0,0.0,0.0,0.1103304875141912,0.0,0.4709874681939147,0.0,0.0,0.1077392399946987,0.0,0.0,0.0,0.0923270606947597,0.0,0.0,0.1195481544787502,0.1090181493084904,0.0,0.0917115224996356,0.0,0.0,0.0,0.0,0.0,0.2066206587306647,0.0,0.0,0.0,0.0,0.0,0.0,0.2207876872245685,0.0,0.1230122659325343,0.1113539053876025,0.0,0.0,0.0626917357945595,0.0,0.4186439381902104,0.0,0.106258020453776,0.0,0.1093896161156074,0.1306571212943268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1316153507793567,0.0,0.0,0.0,0.1008920593792738,0.0,0.2211687859823604,0.3020479015096275,0.0,0.0,0.0,0.1177547602282663,0.0681237066110092,0.0
1268,left,0.0,0.0248668818769223,0.2909410199710475,0.0,0.0494588785896462,0.0136177841125074,0.1862607988207609,0.1247506703655039,0.0,0.0387934187282951,0.0,0.0122163327320499,0.1018756385499761,0.0,0.0,0.0507168925351406,0.0546412543565747,0.0140760745900888,0.0478744966018877,0.028562794032306,0.0,0.0280244733100334,0.1378216861530898,0.0,0.0,0.0149448236561693,0.0,0.0,0.0,0.0194764635877311,0.0233723050980046,0.0150090646803027,0.0279341270352929,0.0124750670365503,0.3227147763302911,0.0400338968592145,0.0,0.0748334952110317,0.0099417782015398,0.1663664467619046,0.2768482943246441,0.0252463024779272,0.0128712034418541,0.031857679465625,0.0381502478778597,0.0,0.010840975232438,0.0,0.0,0.0,0.3612306395977392,0.0117617517953867,0.0,0.100192084242485,0.0,0.0125380704005967,0.0127824421218626,0.0,0.028487044532741,0.0902552500084712,0.0242214904054727,0.3541435396084388,0.145180828584519,0.0,0.3490167611550094,0.0,0.0,0.0,0.0,0.0,0.0,0.0251893047801673,0.0110605903763005,0.0622364160765474,0.2292339585287769,0.0294114773929471,0.0,0.0433648643581184,0.0,0.0296160462875856,0.0,0.0141591955957598,0.0,0.0,0.0,0.0,0.0,0.0532817003556804,0.1251208267010792,0.0,0.0116822357784776,0.0,0.0,0.0,0.0147254106911432,0.0,0.0879852763229038,0.0,0.2997442404282138,0.0585354145009245
964,right,0.1016125629620088,0.0,0.1027671452661234,0.0,0.0960851539145339,0.0,0.0,0.0,0.3968691848529669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106153101013369,0.0,0.0,0.0,0.4028857836473038,0.0,0.0,0.0,0.0921231815734977,0.0,0.0,0.0,0.0,0.0,0.0,0.2332682553335508,0.1085368278534379,0.0,0.1003115309959547,0.0,0.0,0.0830749342871532,0.0,0.0,0.0,0.0,0.0,0.0,0.0988207454691232,0.0,0.0,0.0,0.0,0.2788726975155272,0.0,0.0,0.1099576421072158,0.0,0.0,0.0974322474415986,0.1986624773882207,0.0,0.0,0.0,0.0,0.0,0.2820468772800544,0.0,0.0,0.1186005646563399,0.1912197355846606,0.0,0.0984276451791863,0.0,0.0902186563850663,0.0,0.0,0.2901802445180009,0.0,0.0,0.0,0.0,0.1066869703834422,0.1150718514866748,0.2194833008923334,0.0,0.0,0.0,0.0732091746002387,0.0,0.23685226270387,0.0,0.0,0.0,0.0,0.1043964930168023,0.0,0.0905931925795946,0.0,0.0,0.11395431327698,0.0,0.0,0.0
904,right,0.0,0.0,0.0,0.0,0.2176213928067024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2281220402095958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1371189894466047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3499543347345248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210537779516812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1946684722009701,0.0,0.0,0.0,0.2706146705453528,0.0,0.0,0.0,0.2485517256936885,0.4984090144278914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472891165572983,0.225361710611198,0.0,0.0,0.0,0.0,0.0,0.1388303958611671,0.0
514,right,0.0,0.0,0.0,0.1446476707410546,0.0,0.0,0.0,0.0,0.0,0.0,0.1342420434285491,0.1147544917524296,0.0,0.0,0.0,0.0952821334157627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1403846539390726,0.120348772837855,0.0,0.0,0.2744291264613114,0.2195484562701644,0.1409881039461891,0.0,0.0,0.0,0.2507064156220779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1123677196134918,0.0,0.0,0.0,0.1176446724750193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1008078203682529,0.0,0.1204181209995248,0.0,0.0,0.2311476794699148,0.0,0.0,0.0,0.0,0.0,0.2077959818144536,0.0,0.0,0.0,0.0,0.4073491675839361,0.0,0.0,0.0,0.1330048329440037,0.1302779429007803,0.0,0.0,0.1234132450681341,0.4294628695134804,0.0,0.0,0.0,0.1097374358324555,0.1261951703460402,0.0,0.2190192992006648,0.0,0.2625692762677137,0.0,0.0,0.074096226490847,0.0
628,right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2208519827849875,0.0,0.0,0.0,0.0,0.2576503391619733,0.0,0.0,0.0,0.2418349603082634,0.2491953729741339,0.2118861860297414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379236388877779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245058782261849,0.0,0.0,0.0,0.0,0.0,0.0,0.2391498441615588,0.0,0.0,0.2283941434202571,0.0,0.0,0.0,0.0,0.2219673609894487,0.2262935885776478,0.0,0.2521597779918546,0.0,0.2144022219032261,0.0,0.1285102266838183,0.0,0.0,0.0,0.2178156677657917,0.0,0.0,0.0,0.0,0.0,0.0,0.2203601127218913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335660977331171,0.0,0.0,0.0,0.201370261787469,0.0,0.0,0.2378331061836873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,right,0.0,0.0,0.0,0.0,0.1163746254306413,0.0,0.0,0.117413196174214,0.1201681551483728,0.0,0.0,0.0,0.1369765823919689,0.0,0.1341464943609799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916545712061584,0.0733253786793392,0.0,0.0,0.0,0.1214934500329985,0.0,0.0,0.0,0.0,0.0,0.1302824385504241,0.0,0.0,0.0,0.0,0.0,0.1020334037449802,0.0,0.0,0.0,0.0,0.0,0.1331764470590932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010041937153733,0.0,0.2413053903129055,0.4562341709881313,0.0,0.0,0.3491238762919239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5849814896914302,0.0886681232749787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2410276335477899,0.0,0.1385930455651609,0.0,0.0,0.1283280146008944,0.0742405657291308,0.0
348,right,0.0,0.0,0.2085142652876889,0.1820947241160298,0.0487391306376688,0.0536784478566008,0.0,0.0,0.0503279077426967,0.1019436783146678,0.0,0.0,0.0573674846969326,0.1736501337674299,0.2809110443557059,0.0,0.0,0.0,0.0471778052925871,0.0,0.0,0.2761664851001131,0.0,0.0,0.0,0.0,0.0505017386392243,0.0,0.0,0.2303163994569702,0.0921287230085779,0.0591625839535825,0.0,0.0491740968939308,0.0,0.0526017406674397,0.0582474621378984,0.0,0.0,0.0771507797866859,0.1091277891345424,0.0497578137506492,0.0,0.2930113397622102,0.0,0.0,0.0,0.1064964639273171,0.0,0.0,0.1017068137394823,0.0,0.1115518821573743,0.0,0.0,0.0,0.0,0.0,0.0561449763744951,0.0,0.1909520666501339,0.0846036079468198,0.2289089464942999,0.0,0.2675071089631705,0.0,0.0969960841344038,0.0,0.0,0.0,0.0,0.0,0.0871970533344209,0.3434520522989962,0.0451796084744344,0.0772892487539083,0.0,0.0569783990068759,0.0,0.0,0.0,0.0,0.0,0.0,0.0742706105854969,0.0,0.0,0.0,0.0448363679593204,0.0,0.0920978448332983,0.0,0.0504726751012201,0.0459533368906065,0.116088958882169,0.3305444165008913,0.0,0.0,0.1554643298870641,0.1153671613932587
636,right,0.0,0.0,0.0,0.0,0.0,0.0992231159167386,0.0,0.0908969486085361,0.0,0.0,0.0,0.0,0.1060421977763187,0.0,0.623107490533837,0.0,0.0,0.0,0.0872068591802261,0.0,0.1888801622921696,0.0,0.0836840574797111,0.0,0.0,0.0,0.0933510573998535,0.0,0.0,0.0709555750130687,0.0567657928979971,0.0,0.0,0.0908969486085361,0.0,0.0,0.107668811568549,0.0,0.072438673044014,0.0713055338922189,0.0,0.0919759329616503,0.0,0.0773747573109868,0.0,0.0,0.0,0.0,0.2974842318077826,0.1743207711417606,0.0,0.0856995273339435,0.0,0.0,0.0,0.0,0.0,0.1020311774669379,0.0,0.0,0.0,0.0,0.1586744296779443,0.0,0.0,0.0,0.0,0.3603717023906304,0.0,0.0,0.0845922847191376,0.0,0.0,0.0,0.0835132480117048,0.0,0.0,0.0,0.0,0.0,0.1028977521064796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0828787774787741,0.0,0.1702403012469452,0.0,0.0932973342592732,0.0849434634406421,0.0,0.0,0.0,0.0,0.0,0.3198794772854286
830,right,0.0,0.0,0.0,0.0,0.1746587574857921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2055788329861496,0.0,0.0,0.0,0.0,0.0,0.0845318406945636,0.0,0.0915431878830085,0.0,0.0,0.0,0.0,0.1055521032851413,0.090487569291829,0.0,0.0,0.1375581099876583,0.0,0.1060058239425731,0.0,0.0,0.0,0.0,0.1043661348756533,0.0755047174806745,0.0,0.0691182790927138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273353035074158,0.0,0.0,0.0,0.0,0.0885537181547034,0.0,0.0,0.0,0.0910647983743069,0.342142445547442,0.0757951611440222,0.1538071860163736,0.0,0.4793115783851666,0.0,0.0,0.0,0.0,0.0,0.0,0.1779066893666268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548724323298612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646757465435011,0.1040024362914479,0.0,0.0,0.0,0.0557113069851313,0.0
939,right,0.0,0.0,0.0,0.3054377374443888,0.0,0.0,0.0,0.1237237237575011,0.0,0.2564938105896203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396020044679217,0.0,0.0,0.0,0.1389688802513568,0.2278118983975292,0.0,0.0,0.0,0.0,0.0,0.0,0.0965806674080932,0.0,0.0,0.0,0.0,0.1280232762587012,0.1323477937081396,0.0,0.0,0.0,0.1941140228074397,0.0,0.0,0.0,0.1053180909358845,0.0,0.0,0.2150346480688676,0.0,0.0,0.0,0.0,0.0,0.0,0.2484182593405381,0.0,0.0,0.0,0.0,0.0,0.2557493412831304,0.0,0.1064327977499897,0.2879714021263183,0.0,0.192302032069083,0.0,0.3660682394907027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3410203593827194,0.0,0.1524909674471031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386101920182161,0.0,0.0,0.1564614463308314,0.1451338784898792
67,right,0.1145471994935292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1251897580199769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135426488794723,0.0,0.0,0.0,0.0,0.0,0.3367000389320966,0.1310115187422733,0.0,0.3412315551608955,0.0682479135253193,0.1314809143687773,0.0,0.1092828404510781,0.0,0.0,0.1294471787702889,0.0,0.0870909757691621,0.0857286344911529,0.0,0.0,0.0,0.1860509816357771,0.0,0.0,0.0,0.0,0.0,0.2095809519639356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2543597285733627,0.0,0.0,0.0,0.107780399197811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0858824988527601,0.0,0.0,0.6013377344119106,0.1297197703128708,0.2474221367904309,0.0,0.0,0.0,0.1650564789085283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1289960769286405,0.0,0.0,0.0,0.0,0.0
984,right,0.0534527539878411,0.0508260117123695,0.0,0.5665259525256835,0.0,0.0,0.0,0.0,0.052192736520267,0.1057210557885039,0.0,0.0,0.1189863098988831,0.0,0.0,0.0,0.0558412801341851,0.057540847744485,0.0489259115206866,0.0,0.158951959659872,0.1145597759894964,0.1408485122764097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509961728575822,0.0,0.0,0.0,0.0,0.1625618966830535,0.0400047458988991,0.0,0.1032030370183237,0.0,0.0868195590511606,0.0519841330882584,0.0,0.08863250919268,0.0552212691864304,0.0,0.0,0.0,0.0,0.0,0.1023924928022682,0.0623892028760717,0.0,0.0,0.057242840850193,0.0,0.3689497072241007,0.0990137614464726,0.0,0.1186954203678636,0.0,0.396313147164903,0.0,0.0,0.0,0.0,0.0,0.0474590493959644,0.051485019558137,0.0,0.1526477904917284,0.0468536743718928,0.0,0.0,0.0,0.0,0.0,0.0577290176777826,0.0,0.0,0.063518876367454,0.0,0.0,0.0,0.0,0.1394931467084169,0.0,0.0,0.0549172257421248,0.0,0.0,0.0,0.342792267997271,0.0599450667898729,0.0,0.0,0.0
817,right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158644787100239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1409046480969543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3060989856969573,0.0,0.0,0.0,0.0,0.1219700148544035,0.1200620699215556,0.0,0.0,0.0,0.0,0.1560145548087506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1581843230665875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6784804212826323,0.0,0.1406170443560997,0.0,0.0,0.532018824268246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1395487423417983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,right,0.0,0.1011209869848939,0.2151108102113732,0.0,0.0,0.0,0.0,0.0,0.1038401568913081,0.0,0.0,0.0993552492278653,0.0,0.1194291460634201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0934084739742179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1014595314106844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034251295416803,0.0,0.0,0.0,0.2213687127626387,0.0,0.0,0.0,0.0,0.1018575881047258,0.0,0.0,0.0,0.0,0.0,0.0,0.0984965074499189,0.0872801226675607,0.0,0.0,0.3153942262729327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4497780706977619,0.0,0.0,0.0,0.0,0.5878096425683567,0.0,0.2408668562478904,0.0,0.0,0.0,0.2527481993589207,0.0,0.0,0.0,0.0,0.0,0.0,0.0950114467874819,0.0,0.104138851311483,0.0948142278593366,0.0,0.0,0.0,0.0,0.0641530360809305,0.0
935,right,0.0,0.0,0.0941807627539341,0.0,0.0880570639727893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085236215016408,0.1017069473900647,0.0,0.0,0.1635860386175558,0.0,0.0,0.1064316321178253,0.0,0.0,0.0,0.0,0.0554830362486864,0.0,0.0,0.2665287545760855,0.0919303195369406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091823609552104,0.0862483497795078,0.0,0.0,0.0,0.3452182246139066,0.0,0.0,0.0,0.0,0.0,0.0,0.5381673711271618,0.3150781067799148,0.0,0.0,0.0,0.0,0.5147148154647067,0.0,0.0,0.0,0.0,0.0,0.1106593303094165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097381045799998,0.0,0.0,0.0,0.0,0.0
606,right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3286677969404996,0.0,0.0,0.0,0.3218511895744669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3365726198592525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816516214336723,0.0,0.2578285970297231,0.0,0.0,0.0,0.0,0.0,0.0,0.2856160560815058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3824930395088656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720606468388132,0.0,0.0,0.0,0.0,0.3461363396573381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20781721285915,0.0
488,right,0.0,0.0,0.0,0.0,0.0,0.3928956519543718,0.0,0.0,0.1227905358272806,0.2487232123469009,0.0,0.1174871519378817,0.0,0.4236733440379486,0.0,0.0975510963852638,0.0,0.0,0.0,0.0,0.0,0.0,0.1104551159539213,0.4069136814452322,0.1140109160323395,0.1437276477392229,0.0,0.143830144822251,0.0,0.0936547115625436,0.2247765856101581,0.0,0.0,0.1199754565061289,0.0,0.0,0.0,0.1028128772327325,0.0956122620197356,0.1882332489944294,0.0,0.0,0.2475703744429289,0.0,0.2445995355673783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1204461568229837,0.0,0.1205813736800196,0.0,0.0,0.0,0.0,0.0,0.0,0.139623587867967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1197082534019615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144656956829903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
